orf,strand,frame,start,length,gc_content,stop_codon
orf2319,+,2,3527651,960,0.485,TGA
orf2320,+,0,3528966,1203,0.485,TGA
orf2321,+,1,3530161,1065,0.583,TAA
orf2322,+,0,3531282,993,0.528,TAA
orf2323,+,1,3531949,300,0.54,TGA
orf2324,+,2,3532466,1185,0.55,TAA
orf2325,+,2,3533774,738,0.527,TGA
orf2326,+,0,3534501,336,0.551,TAA
orf2327,+,0,3534927,531,0.492,TAA
orf2328,+,0,3535584,1173,0.534,TAA
orf2329,+,1,3536773,1539,0.562,TAA
orf2330,+,1,3539329,501,0.539,TAA
orf2331,+,1,3542104,666,0.494,TAG
orf2332,+,2,3543815,330,0.555,TGA
orf2333,+,2,3544196,1830,0.537,TAA
orf2334,+,2,3549752,396,0.495,TGA
orf2335,+,2,3550769,504,0.56,TAG
orf2336,+,0,3551283,372,0.556,TAA
orf2337,+,0,3551658,780,0.523,TGA
orf2338,+,0,3552543,360,0.55,TAA
orf2339,+,0,3552969,774,0.482,TGA
orf2340,+,1,3553735,966,0.571,TAA
orf2341,+,0,3554730,303,0.564,TAA
orf2342,+,0,3555435,309,0.553,TAA
orf2343,+,0,3556398,1236,0.534,TGA
orf2344,+,2,3557630,1134,0.543,TAG
orf2345,+,1,3559822,405,0.558,TGA
orf2346,+,0,3560556,345,0.586,TGA
orf2347,+,1,3561271,330,0.533,TGA
orf2348,+,2,3561374,330,0.552,TAA
orf2349,+,1,3563242,1458,0.564,TGA
orf2350,+,0,3564702,1431,0.521,TAG
orf2351,+,1,3566452,336,0.539,TAA
orf2352,+,0,3567342,309,0.618,TAA
orf2353,+,2,3567911,363,0.576,TAA
orf2354,+,2,3569303,837,0.554,TAA
orf2355,+,2,3570230,372,0.575,TGA
orf2356,+,2,3570617,456,0.605,TGA
orf2357,+,0,3571302,507,0.592,TAA
orf2358,+,0,3572259,579,0.592,TAG
orf2359,+,2,3573038,375,0.587,TAG
orf2360,+,1,3574318,363,0.529,TGA
orf2361,+,1,3574684,873,0.552,TAG
orf2362,+,2,3575819,1122,0.561,TGA
orf2363,+,1,3576979,969,0.575,TAA
orf2364,+,2,3578021,2079,0.522,TAA
orf2365,+,0,3578439,402,0.488,TGA
orf2366,+,0,3580776,2562,0.565,TAA
orf2367,+,1,3583018,306,0.582,TGA
orf2368,+,0,3583443,657,0.423,TAA
orf2369,+,0,3585615,417,0.544,TAA
orf2370,+,0,3586521,441,0.515,TAG
orf2371,+,2,3591581,423,0.485,TGA
orf2372,+,0,3592998,303,0.518,TAG
orf2373,+,2,3596384,387,0.54,TGA
orf2374,+,1,3597103,1038,0.489,TGA
orf2375,+,0,3604542,300,0.527,TGA
orf2376,+,2,3609374,738,0.564,TAA
orf2377,+,1,3611242,426,0.566,TGA
orf2378,+,1,3612331,366,0.486,TGA
orf2379,+,0,3612774,1272,0.547,TAG
orf2380,+,0,3614313,576,0.469,TGA
orf2381,+,1,3615436,435,0.577,TGA
orf2382,+,2,3616169,318,0.56,TAA
orf2383,+,2,3618200,900,0.527,TGA
orf2384,+,2,3619109,345,0.481,TAA
orf2385,+,2,3620708,1278,0.497,TAA
orf2386,+,1,3622012,1479,0.494,TAA
orf2387,+,1,3625984,705,0.458,TGA
orf2388,+,0,3626922,1149,0.463,TGA
orf2389,+,2,3628076,906,0.481,TAA
orf2390,+,1,3629767,459,0.525,TGA
orf2391,+,1,3630520,390,0.536,TAA
orf2392,+,1,3631663,426,0.538,TGA
orf2393,+,1,3633406,363,0.482,TAG
orf2394,+,0,3637455,2757,0.498,TAA
orf2395,+,1,3640885,390,0.574,TGA
orf2396,+,1,3641404,408,0.483,TGA
orf2397,+,0,3641808,711,0.568,TAA
orf2398,+,0,3642885,300,0.503,TGA
orf2399,+,1,3643228,522,0.519,TGA
orf2400,+,2,3645641,351,0.55,TAA
orf2401,+,2,3647747,849,0.492,TAA
orf2402,+,2,3648737,1335,0.512,TAA
orf2403,+,0,3650628,1290,0.522,TAA
orf2404,+,0,3651975,1368,0.543,TAA
orf2405,+,0,3653565,645,0.532,TAA
orf2406,+,0,3654816,537,0.531,TAA
orf2407,+,0,3656634,1317,0.474,TGA
orf2408,+,2,3657983,1776,0.547,TAA
orf2409,+,2,3659837,1449,0.51,TGA
orf2410,+,0,3661287,423,0.489,TAA
orf2411,+,0,3661767,732,0.48,TGA
orf2412,+,2,3663953,390,0.482,TAA
orf2413,+,0,3665736,1206,0.561,TAA
orf2414,+,2,3666941,444,0.55,TAA
orf2415,+,1,3667891,402,0.53,TAA
orf2416,+,2,3668879,492,0.516,TGA
orf2417,+,1,3670615,447,0.535,TAA
orf2418,+,1,3671731,1242,0.531,TAA
orf2419,+,2,3673217,357,0.535,TAA
orf2420,+,2,3681725,312,0.554,TGA
orf2421,+,1,3687880,321,0.526,TAG
orf2422,+,0,3692061,690,0.536,TAG
orf2423,+,2,3692819,714,0.51,TGA
orf2424,+,0,3693996,1041,0.542,TAA
orf2425,+,2,3696488,318,0.557,TAG
orf2426,+,2,3697844,357,0.543,TGA
orf2427,+,2,3698999,1032,0.528,TAA
orf2428,+,2,3700700,372,0.53,TAA
orf2429,+,0,3701421,936,0.533,TAA
orf2430,+,0,3703215,363,0.526,TAA
orf2431,+,1,3704434,303,0.413,TGA
orf2432,+,1,3705712,360,0.511,TAA
orf2433,+,2,3707558,327,0.529,TAA
orf2434,+,1,3708247,1230,0.444,TAA
orf2435,+,1,3709903,666,0.372,TGA
orf2436,+,1,3710902,810,0.398,TGA
orf2437,+,0,3711795,393,0.336,TAA
orf2438,+,1,3713191,492,0.319,TAA
orf2439,+,1,3713908,492,0.329,TAA
orf2440,+,1,3714733,1377,0.346,TAA
orf2441,+,2,3716579,504,0.343,TGA
orf2442,+,0,3721977,501,0.335,TGA
orf2443,+,1,3737905,333,0.495,TAA
orf2444,+,0,3738636,2298,0.53,TGA
orf2445,+,1,3740944,879,0.534,TGA
orf2446,+,2,3741335,327,0.535,TAA
orf2447,+,0,3741819,480,0.521,TAA
orf2448,+,1,3744592,1191,0.496,TAA
orf2449,+,1,3745840,1197,0.536,TAA
orf2450,+,1,3747094,1212,0.517,TAA
orf2451,+,2,3747464,393,0.509,TAG
orf2452,+,2,3748358,1386,0.532,TAA
orf2453,+,1,3749791,933,0.493,TAA
orf2454,+,1,3753310,579,0.432,TAA
orf2455,+,1,3754210,3099,0.521,TAA
orf2456,+,2,3756872,300,0.533,TGA
orf2457,+,0,3757311,1329,0.526,TAA
orf2458,+,1,3758689,780,0.544,TGA
orf2459,+,2,3758756,381,0.551,TAA
orf2460,+,0,3759465,2871,0.529,TAA
orf2461,+,2,3762500,1401,0.489,TAA
orf2462,+,1,3763915,1320,0.489,TAA
orf2463,+,0,3765270,1368,0.529,TAA
orf2464,+,2,3766559,492,0.559,TAA
orf2465,+,1,3769447,1518,0.487,TAA
orf2466,+,1,3771214,549,0.505,TAA
orf2467,+,1,3771922,1416,0.52,TAA
orf2468,+,2,3774515,327,0.569,TAA
orf2469,+,0,3775320,312,0.593,TGA
orf2470,+,1,3776401,309,0.469,TAA
orf2471,+,0,3777516,432,0.509,TAA
orf2472,+,1,3778003,522,0.523,TGA
orf2473,+,2,3778451,411,0.521,TAA
orf2474,+,1,3779461,981,0.542,TAA
orf2475,+,2,3781691,1440,0.506,TAA
orf2476,+,2,3783431,504,0.571,TAA
orf2477,+,2,3784154,699,0.567,TAG
orf2478,+,0,3790152,381,0.604,TGA
orf2479,+,2,3790916,327,0.526,TAA
orf2480,+,0,3792483,309,0.498,TGA
orf2481,+,2,3792740,330,0.47,TGA
orf2482,+,1,3793171,747,0.527,TAA
orf2483,+,0,3795054,303,0.538,TGA
orf2484,+,0,3795462,360,0.55,TGA
orf2485,+,2,3797162,960,0.534,TAA
orf2486,+,1,3798325,2145,0.547,TAA
orf2487,+,2,3800462,996,0.537,TAA
orf2488,+,0,3801468,786,0.492,TAA
orf2489,+,2,3802277,1479,0.531,TAA
orf2490,+,1,3808420,396,0.487,TAA
orf2491,+,0,3809346,300,0.54,TGA
orf2492,+,0,3810930,363,0.507,TGA
orf2493,+,2,3811538,432,0.551,TAA
orf2494,+,0,3811992,579,0.572,TAA
orf2495,+,0,3812571,708,0.561,TAG
orf2496,+,2,3813266,678,0.546,TAA
orf2497,+,1,3813937,678,0.532,TAG
orf2498,+,2,3816320,579,0.565,TAA
orf2499,+,0,3821589,651,0.562,TGA
orf2500,+,1,3822397,885,0.514,TAA
orf2501,+,2,3823334,1044,0.557,TGA
orf2502,+,0,3826293,303,0.548,TAG
orf2503,+,2,3828191,1155,0.532,TAA
orf2504,+,0,3829782,1395,0.53,TAA
orf2505,+,1,3831253,498,0.536,TAA
orf2506,+,2,3831845,708,0.548,TAA
orf2507,+,0,3832632,732,0.53,TAA
orf2508,+,0,3833376,948,0.532,TAG
orf2509,+,0,3834435,564,0.509,TGA
orf2510,+,2,3834998,417,0.528,TAA
orf2511,+,0,3835929,315,0.549,TAA
orf2512,+,2,3836603,705,0.512,TAA
orf2513,+,1,3837325,567,0.515,TGA
orf2514,+,1,3838186,594,0.559,TAA
orf2515,+,2,3838772,1137,0.532,TAA
orf2516,+,2,3840014,387,0.457,TGA
orf2517,+,1,3840433,420,0.455,TAA
orf2518,+,1,3844606,1053,0.555,TAG
orf2519,+,2,3846023,1083,0.512,TAA
orf2520,+,2,3847259,1305,0.495,TAA
orf2521,+,0,3850209,333,0.498,TAA
orf2522,+,1,3851194,660,0.517,TGA
orf2523,+,1,3852232,1266,0.476,TAA
orf2524,+,1,3854488,675,0.486,TGA
orf2525,+,0,3855159,348,0.569,TAA
orf2526,+,1,3855526,1449,0.567,TGA
orf2527,+,1,3859678,891,0.553,TGA
orf2528,+,2,3861356,1650,0.314,TGA
orf2529,+,0,3863613,990,0.349,TAA
orf2530,+,0,3864651,675,0.341,TAG
orf2531,+,2,3865703,846,0.494,TAG
orf2532,+,2,3867200,1302,0.349,TAG
orf2533,+,1,3868507,828,0.327,TGA
orf2534,+,1,3870778,348,0.583,TAA
orf2535,+,2,3871175,1539,0.585,TAA
orf2536,+,2,3872936,351,0.524,TAA
orf2537,+,1,3873499,1404,0.552,TAA
orf2538,+,1,3875221,345,0.522,TGA
orf2539,+,2,3875804,483,0.542,TAA
orf2540,+,2,3877229,1053,0.547,TAA
orf2541,+,2,3878483,312,0.51,TGA
orf2542,+,2,3879080,867,0.542,TAA
orf2543,+,2,3882389,906,0.547,TAA
orf2544,+,2,3884747,789,0.542,TGA
orf2545,+,1,3888253,1041,0.521,TGA
orf2546,+,2,3890018,885,0.542,TAA
orf2547,+,2,3892514,1266,0.513,TAA
orf2548,+,0,3893919,660,0.511,TGA
orf2549,+,1,3895711,1164,0.547,TAA
orf2550,+,0,3896979,828,0.508,TAA
orf2551,+,0,3898383,546,0.476,TGA
orf2552,+,0,3899577,441,0.515,TGA
orf2553,+,0,3900099,1038,0.554,TAA
orf2554,+,0,3904776,765,0.541,TGA
orf2555,+,2,3907361,690,0.549,TAA
orf2556,+,1,3909256,660,0.518,TGA
orf2557,+,0,3909912,525,0.493,TAA
orf2558,+,2,3910430,831,0.545,TAA
orf2559,+,0,3911370,582,0.505,TAA
orf2560,+,0,3911982,315,0.502,TAA
orf2561,+,0,3912783,318,0.525,TGA
orf2562,+,1,3913573,336,0.488,TGA
orf2563,+,2,3915254,342,0.556,TAA
orf2564,+,2,3915596,474,0.553,TGA
orf2565,+,1,3917392,2142,0.481,TGA
orf2566,+,1,3920104,426,0.573,TGA
orf2567,+,1,3924202,1488,0.516,TGA
orf2568,+,1,3925804,705,0.556,TGA
orf2569,+,0,3926514,1161,0.505,TAA
orf2570,+,2,3928643,774,0.531,TAA
orf2571,+,2,3930101,447,0.532,TAG
orf2572,+,0,3930873,360,0.486,TAA
orf2573,+,2,3931736,615,0.423,TAG
orf2574,+,1,3932392,1662,0.507,TAA
orf2575,+,2,3935978,456,0.555,TGA
orf2576,+,1,3936565,519,0.545,TAA
orf2577,+,1,3937639,486,0.562,TAA
orf2578,+,0,3940734,621,0.527,TAA
orf2579,+,0,3941517,1140,0.566,TGA
orf2580,+,0,3944223,618,0.537,TGA
orf2581,+,0,3945456,312,0.542,TAA
orf2582,+,2,3945992,912,0.542,TGA
orf2583,+,1,3946900,606,0.536,TAA
orf2584,+,1,3947554,1464,0.554,TAA
orf2585,+,0,3950637,1746,0.522,TGA
orf2586,+,2,3952577,1842,0.529,TAA
orf2587,+,0,3955428,312,0.567,TAG
orf2588,+,2,3956309,624,0.53,TAA
orf2589,+,2,3958913,1491,0.547,TAG
orf2590,+,0,3960996,984,0.514,TAA
orf2591,+,0,3962127,3129,0.542,TGA
orf2592,+,2,3965252,450,0.451,TAA
orf2593,+,1,3965764,1434,0.493,TAA
orf2594,+,2,3967331,1071,0.519,TAA
orf2595,+,0,3968418,2352,0.545,TAA
orf2596,+,0,3971295,2019,0.573,TAA
orf2597,+,2,3974462,585,0.549,TAG
orf2598,+,0,3974679,522,0.548,TAG
orf2599,+,2,3975590,504,0.51,TGA
orf2600,+,0,3976170,693,0.517,TAA
orf2601,+,0,3976923,1005,0.521,TAA
orf2602,+,1,3978211,966,0.543,TGA
orf2603,+,0,3979575,1245,0.549,TAA
orf2604,+,2,3981941,507,0.525,TGA
orf2605,+,1,3983656,354,0.542,TGA
orf2606,+,0,3984735,1419,0.543,TAA
orf2607,+,0,3986268,792,0.511,TGA
orf2608,+,2,3987404,663,0.505,TAA
orf2609,+,2,3988070,384,0.542,TAA
orf2610,+,1,3988585,384,0.482,TAA
orf2611,+,2,3989006,306,0.546,TAA
orf2612,+,1,3989245,474,0.538,TAA
orf2613,+,2,3989666,342,0.573,TAA
orf2614,+,1,3990103,483,0.495,TAA
orf2615,+,1,3990655,987,0.506,TAA
orf2616,+,2,3990950,378,0.497,TAG
orf2617,+,1,3991933,366,0.516,TAA
orf2618,+,1,3992539,357,0.445,TAA
orf2619,+,2,3993947,702,0.533,TAG
orf2620,+,2,3995537,693,0.571,TGA
orf2621,+,0,3997932,330,0.567,TGA
orf2622,+,0,3998940,432,0.512,TAG
orf2623,+,2,4000121,777,0.544,TAA
orf2624,+,1,4006882,345,0.316,TAA
orf2625,+,1,4007461,561,0.358,TGA
orf2626,+,1,4008043,1188,0.309,TAG
orf2627,+,0,4009560,372,0.621,TAA
orf2628,+,0,4010385,438,0.568,TGA
orf2629,+,1,4013419,339,0.555,TGA
orf2630,+,0,4014516,1572,0.532,TGA
orf2631,+,1,4016236,336,0.476,TAA
orf2632,+,0,4016571,465,0.447,TGA
orf2633,+,0,4017303,357,0.535,TGA
orf2634,+,1,4017832,303,0.393,TGA
orf2635,+,2,4018166,1263,0.554,TAA
orf2636,+,0,4019451,474,0.513,TGA
orf2637,+,1,4019935,780,0.558,TAA
orf2638,+,2,4020704,879,0.516,TAA
orf2639,+,1,4021600,435,0.533,TGA
orf2640,+,0,4022010,1155,0.577,TGA
orf2641,+,2,4023515,1155,0.564,TAA
orf2642,+,2,4024682,861,0.524,TAA
orf2643,+,0,4025709,477,0.444,TAA
orf2644,+,2,4026452,576,0.523,TGA
orf2645,+,0,4026936,873,0.493,TAA
orf2646,+,0,4028091,474,0.504,TAA
orf2647,+,1,4028965,585,0.46,TAA
orf2648,+,2,4029629,696,0.441,TAA
orf2649,+,0,4030278,2592,0.473,TAA
orf2650,+,1,4031563,327,0.465,TAA
orf2651,+,1,4032682,552,0.467,TAA
orf2652,+,2,4033259,327,0.541,TGA
orf2653,+,1,4033582,891,0.54,TGA
orf2654,+,2,4034438,492,0.484,TAA
orf2655,+,0,4035897,2037,0.541,TAA
orf2656,+,2,4037891,396,0.545,TAA
orf2657,+,0,4038399,498,0.504,TAA
orf2658,+,0,4038906,576,0.545,TAG
orf2659,+,0,4039494,441,0.567,TAA
orf2660,+,0,4040010,354,0.605,TGA
orf2661,+,2,4041089,390,0.549,TAA
orf2662,+,0,4041450,540,0.507,TGA
orf2663,+,1,4041859,348,0.555,TGA
orf2664,+,2,4042463,303,0.545,TGA
orf2665,+,0,4043982,996,0.573,TGA
orf2666,+,1,4044820,351,0.564,TAA
orf2667,+,2,4044968,897,0.557,TAA
orf2668,+,1,4045945,1008,0.562,TAG
orf2669,+,0,4048848,1155,0.559,TAA
orf2670,+,2,4051520,2169,0.536,TAG
orf2671,+,0,4051905,303,0.525,TGA
orf2672,+,0,4055439,369,0.496,TAA
orf2673,+,1,4055797,1359,0.535,TGA
orf2674,+,2,4056956,330,0.567,TAG
orf2675,+,1,4057807,546,0.518,TGA
orf2676,+,2,4058510,360,0.522,TAG
orf2677,+,1,4058980,858,0.538,TAA
orf2678,+,1,4061134,1344,0.527,TAA
orf2679,+,2,4065812,579,0.544,TGA
orf2680,+,2,4067717,1488,0.546,TAA
orf2681,+,0,4068690,309,0.544,TGA
orf2682,+,1,4071460,1434,0.529,TAG
orf2683,+,0,4075536,474,0.447,TAA
orf2684,+,0,4076061,972,0.528,TAA
orf2685,+,2,4077845,318,0.563,TAG
orf2686,+,2,4078967,342,0.48,TGA
orf2687,+,2,4080812,327,0.55,TAA
orf2688,+,0,4080969,393,0.565,TAA
orf2689,+,2,4082627,978,0.52,TAA
orf2690,+,0,4083618,987,0.522,TAA
orf2691,+,2,4084625,567,0.52,TGA
orf2692,+,1,4085188,576,0.465,TAA
orf2693,+,2,4085732,558,0.491,TAA
orf2694,+,2,4086296,726,0.541,TGA
orf2695,+,1,4087069,1434,0.529,TGA
orf2696,+,2,4088930,492,0.516,TAG
orf2697,+,2,4089467,855,0.522,TGA
orf2698,+,1,4090804,633,0.509,TAA
orf2699,+,0,4094403,303,0.538,TGA
orf2700,+,2,4095524,330,0.558,TAA
orf2701,+,0,4096968,4569,0.572,TAA
orf2702,+,0,4101549,1419,0.553,TAA
orf2703,+,0,4103151,1050,0.489,TAA
orf2704,+,1,4104802,534,0.607,TAA
orf2705,+,2,4107401,309,0.586,TAA
orf2706,+,2,4108280,420,0.524,TAA
orf2707,+,1,4109407,336,0.533,TAA
orf2708,+,1,4110115,1365,0.505,TAA
orf2709,+,2,4111577,420,0.55,TAG
orf2710,+,1,4112344,330,0.518,TAG
orf2711,+,2,4115420,405,0.543,TAA
orf2712,+,2,4115978,1368,0.522,TAA
orf2713,+,1,4117435,1068,0.527,TAA
orf2714,+,2,4119164,363,0.51,TGA
orf2715,+,0,4119939,471,0.484,TAA
orf2716,+,1,4120723,315,0.473,TAA
orf2717,+,2,4123451,375,0.544,TGA
orf2718,+,2,4124753,930,0.528,TAA
orf2719,+,2,4127384,453,0.536,TAA
orf2720,+,0,4127991,339,0.513,TAA
orf2721,+,2,4128872,354,0.5,TAA
orf2722,+,0,4130163,576,0.585,TGA
orf2723,+,0,4131069,318,0.513,TGA
orf2724,+,2,4134080,621,0.546,TAA
orf2725,+,2,4135034,339,0.572,TAA
orf2726,+,2,4137008,303,0.528,TAA
orf2727,+,0,4138443,975,0.553,TAA
orf2728,+,2,4140395,471,0.516,TAA
orf2729,+,0,4140876,1350,0.533,TAA
orf2730,+,1,4142560,1458,0.54,TAA
orf2731,+,0,4144029,882,0.546,TAA
orf2732,+,1,4145239,966,0.523,TAA
orf2733,+,2,4146611,885,0.475,TAA
orf2734,+,2,4148822,1158,0.522,TAA
orf2735,+,1,4149991,1887,0.511,TAA
orf2736,+,1,4151908,1233,0.513,TAA
orf2737,+,2,4154045,1026,0.495,TAA
orf2738,+,0,4155120,1200,0.506,TAA
orf2739,+,0,4156326,1107,0.519,TGA
orf2740,+,2,4156793,312,0.535,TAA
orf2741,+,1,4157440,759,0.481,TAA
orf2742,+,1,4158259,321,0.545,TAA
orf2743,+,1,4164247,555,0.486,TGA
orf2744,+,0,4168701,510,0.467,TAA
orf2745,+,2,4169366,807,0.524,TGA
orf2746,+,2,4170218,1290,0.498,TGA
orf2747,+,2,4171529,1377,0.503,TAA
orf2748,+,2,4173035,411,0.45,TAA
orf2749,+,0,4176327,306,0.516,TAA
orf2750,+,0,4176756,381,0.504,TGA
orf2751,+,1,4177546,351,0.45,TGA
orf2752,+,2,4179878,381,0.514,TAG
orf2753,+,1,4180309,624,0.522,TGA
orf2754,+,1,4181017,558,0.489,TGA
orf2755,+,0,4182675,540,0.491,TAA
orf2756,+,2,4185392,1056,0.523,TAA
orf2757,+,0,4188660,468,0.479,TAA
orf2758,+,1,4190275,1104,0.52,TAG
orf2759,+,2,4191869,1587,0.508,TAA
orf2760,+,0,4192014,315,0.521,TGA
orf2761,+,2,4197872,543,0.545,TGA
orf2762,+,1,4200151,462,0.584,TAA
orf2763,+,0,4201194,1914,0.555,TGA
orf2764,+,2,4203107,1023,0.542,TGA
orf2765,+,0,4204395,870,0.528,TAA
orf2766,+,1,4204498,306,0.552,TAG
orf2767,+,1,4206025,633,0.496,TAA
orf2768,+,0,4206708,2091,0.528,TAA
orf2769,+,2,4210733,471,0.516,TAA
orf2770,+,2,4211699,399,0.501,TGA
orf2771,+,2,4212473,1182,0.519,TAA
orf2772,+,2,4213916,2544,0.545,TGA
orf2773,+,1,4216456,327,0.56,TAA
orf2774,+,0,4216908,807,0.549,TAA
orf2775,+,0,4217901,1206,0.552,TAA
orf2776,+,0,4219773,1389,0.546,TAA
orf2777,+,2,4221161,1044,0.538,TAA
orf2778,+,1,4222255,828,0.55,TGA
orf2779,+,0,4223082,333,0.532,TAG
orf2780,+,0,4223967,732,0.514,TAA
orf2781,+,1,4225018,546,0.529,TAA
orf2782,+,0,4226583,648,0.519,TGA
orf2783,+,2,4227449,327,0.502,TAA
orf2784,+,0,4228461,672,0.579,TAG
orf2785,+,2,4229615,318,0.547,TGA
orf2786,+,2,4232183,408,0.556,TGA
orf2787,+,0,4234818,435,0.476,TGA
orf2788,+,1,4235041,2577,0.554,TGA
orf2789,+,1,4238662,2136,0.531,TAA
orf2790,+,2,4240817,714,0.514,TGA
orf2791,+,0,4241541,402,0.532,TAA
orf2792,+,0,4241961,885,0.528,TAA
orf2793,+,2,4245011,1623,0.533,TAA
orf2794,+,1,4248028,357,0.563,TGA
orf2795,+,0,4249005,477,0.497,TAA
orf2796,+,0,4249578,2322,0.569,TAA
orf2797,+,0,4252581,2322,0.548,TAA
orf2798,+,0,4255341,879,0.478,TAA
orf2799,+,0,4257006,732,0.542,TAG
orf2800,+,1,4257796,576,0.524,TAA
orf2801,+,1,4258732,1317,0.535,TGA
orf2802,+,0,4260537,309,0.528,TAA
orf2803,+,0,4261905,1263,0.519,TGA
orf2804,+,0,4263543,663,0.537,TGA
orf2805,+,2,4265192,2706,0.541,TGA
orf2806,+,1,4268233,486,0.465,TAA
orf2807,+,2,4269350,480,0.617,TAG
orf2808,+,2,4269938,528,0.504,TGA
orf2809,+,0,4271214,1599,0.548,TGA
orf2810,+,1,4272232,303,0.568,TAA
orf2811,+,2,4272815,309,0.557,TAA
orf2812,+,0,4274163,315,0.575,TGA
orf2813,+,2,4274960,1506,0.547,TAA
orf2814,+,2,4277732,324,0.46,TAA
orf2815,+,1,4279954,984,0.5,TGA
orf2816,+,2,4286648,534,0.579,TGA
orf2817,+,1,4287175,1272,0.535,TAG
orf2818,+,2,4290869,594,0.503,TAA
orf2819,+,0,4293717,345,0.487,TAA
orf2820,+,0,4294518,339,0.51,TAG
orf2821,+,0,4295520,357,0.577,TAA
orf2822,+,0,4296465,540,0.485,TGA
orf2823,+,0,4299525,354,0.542,TAG
orf2824,+,0,4300392,489,0.521,TAA
orf2825,+,0,4301091,912,0.327,TAA
orf2826,+,0,4302477,336,0.408,TAA
orf2827,+,1,4303300,381,0.509,TAA
orf2828,+,0,4304601,441,0.508,TAA
orf2829,+,0,4308153,411,0.564,TGA
orf2830,+,1,4308961,489,0.552,TAG
orf2831,+,1,4311280,492,0.573,TAA
orf2832,+,2,4313609,552,0.563,TAA
orf2833,+,2,4316468,384,0.562,TAA
orf2834,+,1,4318624,387,0.494,TAA
orf2835,+,1,4319488,303,0.538,TGA
orf2836,+,2,4320191,594,0.522,TGA
orf2837,+,1,4322182,696,0.533,TAA
orf2838,+,0,4323639,597,0.538,TAA
orf2839,+,1,4324102,393,0.476,TAA
orf2840,+,2,4324997,627,0.563,TGA
orf2841,+,0,4325697,2199,0.583,TAA
orf2842,+,2,4327817,444,0.543,TAA
orf2843,+,0,4328463,666,0.511,TAA
orf2844,+,0,4329159,600,0.512,TAA
orf2845,+,2,4331111,1050,0.514,TAA
orf2846,+,0,4332540,390,0.456,TAA
orf2847,+,2,4332998,1062,0.46,TAA
orf2848,+,0,4334100,723,0.539,TGA
orf2849,+,2,4334801,840,0.512,TAA
orf2850,+,0,4336140,582,0.555,TGA
orf2851,+,2,4336679,1401,0.557,TGA
orf2852,+,0,4338042,378,0.537,TAA
orf2853,+,2,4338410,1677,0.575,TAA
orf2854,+,2,4340153,360,0.542,TGA
orf2855,+,1,4340509,606,0.548,TAA
orf2856,+,2,4341083,2319,0.582,TGA
orf2857,+,1,4343398,585,0.574,TGA
orf2858,+,2,4343984,1170,0.603,TGA
orf2859,+,0,4344135,339,0.622,TAA
orf2860,+,1,4345198,417,0.585,TGA
orf2861,+,0,4345614,732,0.566,TGA
orf2862,+,2,4346342,1230,0.55,TGA
orf2863,+,0,4347477,684,0.547,TGA
orf2864,+,2,4348271,1575,0.536,TAA
orf2865,+,1,4349845,945,0.584,TGA
orf2866,+,0,4350987,633,0.603,TAA
orf2867,+,2,4351619,765,0.6,TGA
orf2868,+,1,4352380,807,0.564,TAA
orf2869,+,0,4353192,402,0.557,TAA
orf2870,+,0,4353792,747,0.418,TAA
orf2871,+,0,4354563,474,0.496,TGA
orf2872,+,0,4355391,1359,0.502,TGA
orf2873,+,1,4356742,1509,0.543,TAA
orf2874,+,0,4358541,861,0.495,TAA
orf2875,+,0,4360134,300,0.56,TGA
orf2876,+,1,4360279,552,0.556,TAG
orf2877,+,2,4361417,369,0.556,TAG
orf2878,+,2,4363952,384,0.586,TAG
orf2879,+,1,4364671,366,0.587,TAA
orf2880,+,2,4369223,1152,0.46,TAA
orf2881,+,1,4371691,312,0.481,TAA
orf2882,+,1,4372126,1500,0.537,TAA
orf2883,+,2,4374422,435,0.485,TAA
orf2884,+,0,4375173,1470,0.514,TAA
orf2885,+,1,4377691,912,0.553,TAA
orf2886,+,1,4379140,342,0.541,TAA
orf2887,+,2,4379696,843,0.547,TAA
orf2888,+,1,4380610,1353,0.538,TAA
orf2889,+,0,4382784,354,0.503,TGA
orf2890,+,2,4382843,354,0.5,TAA
orf2891,+,1,4383250,1290,0.54,TAA
orf2892,+,1,4384552,426,0.519,TAA
orf2893,+,0,4385604,1116,0.357,TAA
orf2894,+,2,4386908,732,0.429,TAA
orf2895,+,1,4387795,531,0.394,TGA
orf2896,+,1,4388584,339,0.499,TAA
orf2897,+,2,4392128,915,0.527,TAA
orf2898,+,0,4393062,1338,0.513,TAA
orf2899,+,1,4393549,444,0.552,TGA
orf2900,+,0,4394412,495,0.509,TGA
orf2901,+,2,4394906,624,0.575,TGA
orf2902,+,2,4395614,957,0.524,TGA
orf2903,+,1,4396567,771,0.484,TAA
orf2904,+,1,4399129,573,0.462,TAA
orf2905,+,1,4400467,561,0.335,TAG
orf2906,+,0,4401366,1158,0.541,TAA
orf2907,+,0,4402548,3114,0.529,TAA
orf2908,+,1,4408309,591,0.552,TGA
orf2909,+,1,4409215,354,0.52,TAA
orf2910,+,0,4411728,1650,0.541,TAA
orf2911,+,2,4414478,972,0.52,TGA
orf2912,+,2,4415498,1014,0.531,TAA
orf2913,+,2,4416923,1323,0.556,TAA
orf2914,+,0,4419093,537,0.531,TGA
orf2915,+,0,4421472,1014,0.552,TAA
orf2916,+,2,4426487,648,0.519,TAA
orf2917,+,1,4428010,306,0.592,TGA
orf2918,+,2,4428941,822,0.599,TAA
